date, pm25, pm10, no2, so2, co
2021/9/23, 78, 7, 13, , 
2021/9/24, 75, 11, 13, , 
2021/9/25, 83, 29, 9, , 
2021/9/26, 75, 48, 12, 2, 
2021/9/27, 73, 34, 11, , 
2021/9/28, 74, 49, 11, 3, 
2021/9/29, 76, 57, 13, 3, 
2021/9/30, 85, 59, 14, 4, 
2021/4/1, 76, 65, 13, 11, 
2021/4/2, 117, 59, 11, 13, 
2021/4/3, 99, 59, 11, 13, 
2021/4/4, 106, 50, 10, 12, 
2021/4/5, 79, 58, 11, 14, 
2021/4/6, 94, 55, 12, 13, 
2021/4/7, 91, 60, 11, 12, 
2021/4/8, 87, 71, 11, 11, 
2021/4/9, 85, 46, 9, 12, 
2021/4/10, 79, 26, 5, 4, 
2021/4/11, 55, 30, 7, 5, 
2021/4/12, 69, 35, 9, 10, 
2021/4/13, 78, 41, 8, 14, 
2021/4/14, 79, 23, 6, 4, 
2021/4/15, 52, 25, 7, 5, 
2021/4/16, 66, 45, 9, 13, 
2021/4/17, 91, 48, 8, 9, 
2021/4/18, 97, 44, 8, 11, 
2021/4/19, 74, 57, 10, 10, 
2021/4/20, 83, 62, 7, 9, 
2021/4/21, 72, 57, 9, 18, 
2021/4/22, 64, 50, 7, 6, 
2021/4/23, 65, 68, 4, 1, 
2021/4/24, 53, 33, 8, 2, 
2021/4/25, 84, 23, 5, 2, 
2021/4/26, 54, 23, 7, 9, 
2021/4/27, 65, 34, 7, 5, 
2021/4/28, 81, 29, 8, 5, 
2021/4/29, 73, 23, 7, 4, 
2021/4/30, 71, 41, 7, 3, 
2021/5/1, 77, 92, 4, 2, 
2021/5/2, 116, 21, 5, 2, 
2021/5/3, 47, 23, 7, 2, 
2021/5/4, 49, 36, 7, 4, 
2021/5/5, 65, 21, 6, 3, 
2021/5/6, 57, 30, 8, 5, 
2021/5/7, 70, 35, 11, 16, 
2021/5/8, 77, 33, 12, 6, 
2021/5/9, 63, 59, 12, 7, 
2021/5/10, 111, , , , 
2021/5/23, 62, 38, 10, 3, 
2021/5/24, 57, 36, 10, 3, 
2021/5/25, 56, 34, 10, 2, 
2021/5/26, 48, 42, 9, 1, 
2021/5/27, 51, 61, 11, 2, 
2021/5/28, 84, 32, 10, 1, 
2021/5/29, 49, 35, 9, 1, 
2021/5/30, 64, 49, 8, 1, 
2021/5/31, 59, 41, 7, 1, 
2021/6/1, 56, 26, 6, , 
2021/6/2, 63, 47, 10, 2, 
2021/6/3, 63, 55, 10, 2, 
2021/6/4, 73, 49, 11, 3, 
2021/6/5, 63, 60, 8, 3, 
2021/6/6, 79, 25, 6, 1, 
2021/6/7, 53, 12, 9, , 
2021/6/8, 44, 51, 10, 2, 
2021/6/9, 63, 59, 12, 2, 
2021/6/10, 67, 55, 10, 2, 
2021/6/11, 65, 55, 10, 3, 
2021/6/12, 74, 42, 10, 1, 
2021/6/13, 52, 47, 11, 1, 
2021/6/14, 54, 17, 12, , 
2021/6/15, 59, 45, 8, , 
2021/6/16, 50, 47, 7, , 
2021/6/17, 55, 62, 8, 1, 
2021/6/18, 59, 54, 8, 1, 
2021/6/19, 77, 57, 9, 1, 
2021/6/20, 70, 47, 9, 1, 
2021/6/21, 59, 32, 10, , 
2021/6/22, 62, 59, 11, 3, 
2021/6/23, 75, 66, 11, 1, 
2021/6/24, 81, 50, 9, 1, 
2021/6/25, 69, 62, 10, 3, 
2021/6/26, 88, 71, 11, 1, 
2021/6/27, 111, 46, 10, 1, 
2021/6/28, 75, 28, 6, , 
2021/6/29, 51, 40, 7, , 
2021/6/30, 46, 51, 7, , 
2021/1/4, 205, 67, 9, 23, 
2021/1/5, 173, 41, 10, 17, 
2021/1/6, 119, 64, 15, 32, 
2021/1/7, 185, 42, 14, 22, 
2021/1/8, 138, 63, 16, 28, 
2021/1/9, 182, 79, 16, 48, 
2021/1/10, 239, 89, 18, 55, 
2021/1/11, 257, 101, 17, 49, 
2021/1/12, 254, 57, 14, 30, 
2021/1/13, 184, 55, 15, 29, 
2021/1/14, 176, 78, 17, 46, 
2021/1/15, 224, 90, 17, 55, 
2021/1/16, 279, 142, 17, 63, 
2021/1/17, 298, 126, 20, 61, 
2021/1/18, 279, 132, 17, 47, 
2021/1/19, 233, 117, 24, 56, 
2021/1/20, 278, 244, 21, 59, 
2021/1/21, 323, 64, 16, 39, 
2021/1/22, 184, 67, 15, 40, 
2021/1/23, 195, 73, 16, 42, 
2021/1/24, 206, 34, 12, 14, 
2021/1/25, 119, 66, 16, 34, 
2021/1/26, 195, 63, 14, 37, 
2021/1/27, 191, 93, 18, 59, 
2021/1/28, 257, 157, 16, 49, 
2021/1/29, 240, 83, 17, 52, 
2021/1/30, 233, 47, 10, 20, 
2021/1/31, 150, 44, 11, , 
2021/2/1, 123, 92, 17, , 
2021/2/2, 263, 72, 16, , 
2021/2/3, 187, 141, 20, , 
2021/2/4, 272, 82, 17, , 
2021/2/5, 202, 50, 11, , 
2021/2/6, 131, 75, 15, , 
2021/2/7, 188, 86, 18, 35, 
2021/2/8, 211, 82, 17, 34, 
2021/2/9, 205, 68, 15, 26, 
2021/2/10, 153, 46, 9, 17, 
2021/2/11, 120, 64, 9, 21, 
2021/2/12, 171, 57, 9, 27, 
2021/2/13, 155, 57, 9, 27, 
2021/2/14, 162, 69, 9, 24, 
2021/2/15, 153, 57, 10, 21, 
2021/2/16, 130, 81, 15, 46, 
2021/2/17, 197, 84, 14, 46, 
2021/2/18, 191, 60, 12, 28, 
2021/2/19, 130, 76, 13, 32, 
2021/2/20, 178, 51, 8, 9, 
2021/2/21, 99, 64, 10, 22, 
2021/2/22, 152, 72, 14, 30, 
2021/2/23, 150, 71, 14, 21, 
2021/2/24, 156, 78, 15, 26, 
2021/2/25, 178, 160, 11, 18, 
2021/2/26, 148, 44, 10, 8, 
2021/2/27, 96, 63, 12, 21, 
2021/2/28, 152, 71, 13, 24, 
2021/3/1, 155, 75, 15, 33, 
2021/3/2, 172, 78, 14, 25, 
2021/3/3, 162, 47, 10, 17, 
2021/3/4, 149, 65, 14, 23, 
2021/3/5, 156, 86, 15, 34, 
2021/3/6, 165, 74, 13, 25, 
2021/3/7, 147, 77, 14, 25, 
2021/3/8, 167, 71, 13, 24, 
2021/3/9, 147, 73, 14, 23, 
2021/3/10, 146, 54, 12, 19, 
2021/3/11, 100, 81, 13, 26, 
2021/3/12, 144, 74, 13, 23, 
2021/3/13, 121, 162, 12, 25, 
2021/3/14, 178, 38, 10, 4, 
2021/3/15, 78, 62, 11, 13, 
2021/3/16, 121, 53, 11, 8, 
2021/3/17, 105, 59, 9, 5, 
2021/3/18, 98, 38, 8, 6, 
2021/3/19, 93, 38, 10, 6, 
2021/3/20, 137, 65, 12, 19, 
2021/3/21, 128, 78, 15, 25, 
2021/3/22, 163, 69, 14, 25, 
2021/3/23, 147, 70, 14, 18, 
2021/3/24, 144, 73, 10, 8, 
2021/3/25, 92, 59, 12, 14, 
2021/3/26, 78, 141, 10, 10, 
2021/3/27, 119, 35, 11, 7, 
2021/3/28, 72, 72, 13, 15, 
2021/3/29, 124, 63, 11, 11, 
2021/3/30, 118, 61, 11, 14, 
2021/3/31, 83, 43, 10, 9, 
2020/10/17, 98, 76, 23, 5, 
2020/10/18, 206, 92, 22, 5, 
2020/10/19, 145, 81, 29, 8, 
2020/10/20, 118, 69, 17, 2, 
2020/10/21, 154, 80, 24, 2, 
2020/10/22, 174, 87, 30, 5, 
2020/10/23, 160, 90, 36, 6, 
2020/10/24, 163, 90, 32, 5, 
2020/10/25, 149, 57, 29, 9, 
2020/10/26, 140, 79, 19, 2, 
2020/10/27, 182, 80, 20, 10, 
2020/10/28, 163, 95, 12, 14, 
2020/10/29, 189, 78, 14, 29, 
2020/10/30, 152, 28, 12, 13, 
2020/10/31, 77, 54, 9, 4, 
2020/11/1, 125, 56, 8, 6, 
2020/11/2, 113, 71, 10, 5, 
2020/11/3, 150, 76, 11, 18, 
2020/11/4, 156, 71, 12, 12, 
2020/11/5, 136, 66, 11, 9, 
2020/11/6, 98, 51, 11, 3, 
2020/11/7, 147, 75, 9, 3, 
2020/11/8, 187, 92, 11, 11, 
2020/11/9, 182, 129, 14, 10, 
2020/11/10, 190, 76, 13, 18, 
2020/11/11, 150, 77, 12, 11, 
2020/11/12, 163, 75, 12, 18, 
2020/11/13, 142, 68, 11, 19, 
2020/11/14, 143, 58, 10, 16, 
2020/11/15, 104, 45, 6, 9, 
2020/11/16, 74, 53, 7, 9, 
2020/11/17, 135, 30, 9, 10, 
2020/11/18, 100, 19, 7, 5, 
2020/11/19, 58, 29, 5, 1, 
2020/11/20, 109, 59, 7, 5, 
2020/11/21, 172, 66, 9, 14, 
2020/11/22, 208, 70, 11, 27, 
2020/11/23, 196, 70, 13, 30, 
2020/11/24, 196, 53, 13, 24, 
2020/11/25, 165, 34, 12, 12, 
2020/11/26, 122, 40, 10, 10, 
2020/11/27, 136, 52, 11, 7, 
2020/11/28, 157, 66, 12, 14, 
2020/11/29, 181, 77, 13, 23, 
2020/11/30, 192, 62, 15, 26, 
2020/12/1, 182, 77, 14, 26, 
2020/12/2, 209, 63, 16, 28, 
2020/12/3, 184, 76, 14, 24, 
2020/12/4, 206, 66, 15, 24, 
2020/12/5, 187, 54, 14, 22, 
2020/12/6, 170, 73, 12, 19, 
2020/12/7, 212, 69, 14, 34, 
2020/12/8, 186, 100, 14, 30, 
2020/12/9, 272, 107, 19, 52, 
2020/12/10, 230, 69, 15, 41, 
2020/12/11, 193, 69, 13, 28, 
2020/12/12, 188, 74, 12, 27, 
2020/12/13, 204, 75, 12, 33, 
2020/12/14, 210, 77, 13, 40, 
2020/12/15, 207, 87, 14, 37, 
2020/12/16, 227, 125, 17, 46, 
2020/12/17, 224, 84, 15, 39, 
2020/12/18, 210, 80, 15, 38, 
2020/12/19, 216, 72, 15, 38, 
2020/12/20, 192, 82, 14, 34, 
2020/12/21, 212, 73, 18, 47, 
2020/12/22, 213, 44, 16, 40, 
2020/12/23, 128, 74, 14, 15, 
2020/12/24, 205, 76, 15, 40, 
2020/12/25, 206, 79, 14, 37, 
2020/12/26, 214, 48, 17, 40, 
2020/12/27, 164, 25, 11, 23, 
2020/12/28, 98, 40, 7, 6, 
2020/12/29, 135, 51, 10, 14, 
2020/12/30, 147, 69, 13, 22, 
2020/12/31, 204, 59, 13, 32, 
2021/1/1, 163, 48, 12, 22, 
2021/1/2, 160, 55, 13, 16, 
2021/1/3, 174, 73, 13, 16, 
2020/7/1, 110, 52, 25, 1, 
2020/7/2, 76, 48, 30, 30, 
2020/7/3, 79, 82, 27, 41, 
2020/7/4, 98, 49, 25, 2, 
2020/7/5, 85, 67, 29, 3, 
2020/7/6, 96, 82, 24, 2, 
2020/7/7, 125, 70, 34, , 
2020/7/8, 131, 54, 26, , 
2020/7/9, 91, 24, 26, , 
2020/7/10, 54, 47, 20, 1, 
2020/7/11, 47, 42, 14, , 
2020/7/12, 64, 40, 17, , 
2020/7/13, 77, 30, 17, 1, 
2020/7/14, 79, 37, 15, , 
2020/7/15, 86, 48, 15, , 
2020/7/16, 85, 34, 13, , 
2020/7/17, 47, 46, 13, , 
2020/7/18, 80, 41, 13, , 
2020/7/19, 82, 50, 18, 2, 
2020/7/20, 74, 51, 18, 3, 
2020/7/21, 57, 64, 19, 2, 
2020/7/22, 71, 56, 15, 2, 
2020/7/23, 107, 52, 17, 6, 
2020/7/24, 90, 27, 20, , 
2020/7/25, 98, 33, 16, , 
2020/7/26, 79, 55, 17, , 
2020/7/27, 111, 45, 15, , 
2020/7/28, 99, 48, 16, , 
2020/7/29, 110, 46, 14, , 
2020/7/30, 97, 58, 16, , 
2020/7/31, 120, 50, 16, , 
2020/8/1, 107, 26, 12, , 
2020/8/2, 64, 32, 12, , 
2020/8/3, 104, 45, 15, 2, 
2020/8/4, 94, 42, 15, 1, 
2020/8/5, 87, 33, 18, , 
2020/8/6, 89, 194, 17, 2, 
2020/8/7, 125, 48, 18, 1, 
2020/8/8, 103, 61, 16, , 
2020/8/9, 120, 62, 16, , 
2020/8/10, 117, 55, 16, , 
2020/8/11, 120, 51, 18, , 
2020/8/12, 99, 42, 17, , 
2020/8/13, 90, 48, 17, 3, 
2020/8/14, 93, 47, 16, , 
2020/8/15, 110, 35, 16, , 
2020/8/16, 81, 55, 18, , 
2020/8/17, 101, 57, 19, 5, 
2020/8/18, 114, 50, 17, , 
2020/8/19, 91, 42, 18, , 
2020/8/20, 151, 50, 20, , 
2020/8/21, 88, 51, 18, , 
2020/8/22, 64, 54, 17, 1, 
2020/8/23, 68, 52, 17, 1, 
2020/8/24, 64, 48, 22, , 
2020/8/25, 75, 49, 20, , 
2020/8/26, 90, 37, 23, , 
2020/8/27, 67, 46, 20, 1, 
2020/8/28, 36, 27, 19, , 
2020/8/29, 11, 5, 18, , 
2020/8/30, 10, 3, 22, , 
2020/8/31, 9, 7, 21, , 
2020/9/1, 11, 4, 25, , 
2020/9/2, 11, 2, 60, , 
2020/9/3, 8, 27, 101, , 
2020/9/4, 36, 67, 74, , 
2020/9/5, 75, 41, 74, , 
2020/9/6, 62, 48, 62, , 
2020/9/7, 60, , , , 
2020/4/1, 114, 68, 30, 11, 
2020/4/2, 99, 66, 30, 8, 
2020/4/3, 102, 66, 30, 7, 
2020/4/4, 90, 63, 24, 5, 
2020/4/5, 85, 79, 19, 1, 
2020/4/6, 69, 54, 22, 1, 
2020/4/7, 48, 54, 32, 7, 
2020/4/8, 65, 60, 25, 6, 
2020/4/9, 72, 61, 32, 7, 
2020/4/10, 105, 62, 31, 4, 
2020/4/11, 80, 72, 26, 3, 
2020/4/12, 68, 81, 31, 5, 
2020/4/13, 82, 58, 21, 3, 
2020/4/14, 72, 37, 24, 3, 
2020/4/15, 66, 64, 37, 6, 
2020/4/16, 112, 67, 35, 7, 
2020/4/17, 91, 59, 23, 6, 
2020/4/18, 70, 45, 19, 2, 
2020/4/19, 71, 50, 20, 2, 
2020/4/20, 63, 46, 24, 4, 
2020/4/21, 65, 45, 23, 5, 
2020/4/22, 105, 61, 31, 8, 
2020/4/23, 103, 91, 28, 5, 
2020/4/24, 112, 69, 30, 5, 
2020/4/25, 104, 69, 30, 6, 
2020/4/26, 113, 78, 39, 7, 
2020/4/27, 95, 74, 34, 4, 
2020/4/28, 88, 73, 32, 6, 
2020/4/29, 102, 72, 36, 6, 
2020/4/30, 97, 63, 32, 7, 
2020/5/1, 75, 50, 40, 3, 
2020/5/2, 60, 54, 40, 5, 
2020/5/3, 69, 62, 39, 4, 
2020/5/4, 56, 67, 36, 2, 
2020/5/5, 60, 85, 26, , 
2020/5/6, 91, 38, 26, 1, 
2020/5/7, 50, 66, 31, 3, 
2020/5/8, 68, 34, 23, , 
2020/5/9, 53, 33, 30, 1, 
2020/5/10, 43, 85, 27, 1, 
2020/5/11, 70, 55, 38, 3, 
2020/5/12, 72, 57, 33, 4, 
2020/5/13, 64, 59, 36, 8, 
2020/5/14, 79, 86, 32, 3, 
2020/5/15, 92, 24, 22, , 
2020/5/16, 53, 32, 21, 1, 
2020/5/17, 53, 49, 30, 3, 
2020/5/18, 57, 46, 35, 2, 
2020/5/19, 61, 47, 38, 1, 
2020/5/20, 63, 32, 38, 3, 
2020/5/21, 58, 30, 33, 2, 
2020/5/22, 47, 35, 35, 2, 
2020/5/23, 51, 45, 31, 2, 
2020/5/24, 51, 41, 32, 2, 
2020/5/25, 56, 55, 31, 1, 
2020/5/26, 65, 54, 35, 3, 
2020/5/27, 69, 73, 30, 4, 
2020/5/28, 73, 17, 32, , 
2020/5/29, 44, 45, 30, , 
2020/5/30, 51, 57, 38, , 
2020/5/31, 53, 61, 33, , 
2020/6/1, 58, 53, 28, , 
2020/6/2, 54, 51, 37, , 
2020/6/3, 69, 55, 39, , 
2020/6/4, 66, 56, 35, , 
2020/6/5, 61, 49, 29, , 
2020/6/6, 46, 42, 29, , 
2020/6/7, 54, 46, 31, , 
2020/6/8, 69, 43, 34, , 
2020/6/9, 62, 43, 29, , 
2020/6/10, 56, 37, 31, , 
2020/6/11, 61, 33, 22, 2, 
2020/6/12, 50, 33, 15, 1, 
2020/6/13, 66, 53, 18, 4, 
2020/6/14, 70, 63, 22, 3, 
2020/6/15, 76, 71, 25, 4, 
2020/6/16, 98, 67, 20, 1, 
2020/6/17, 120, 65, 26, 3, 
2020/6/18, 77, 68, 25, 3, 
2020/6/19, 107, 62, 20, 2, 
2020/6/20, 88, 41, 26, , 
2020/6/21, 280, 57, 29, 1, 
2020/6/22, 239, 68, 29, , 
2020/6/23, 201, 32, 32, , 
2020/6/24, 165, 64, 33, 2, 
2020/6/25, 267, 66, 30, 3, 
2020/6/26, 179, 60, 26, 2, 
2020/6/27, 141, 44, 27, 4, 
2020/6/28, 138, 58, 27, 2, 
2020/6/29, 72, 53, 26, 2, 
2020/6/30, 118, 38, 23, , 
2020/1/1, 188, 86, 36, 29, 
2020/1/2, 226, 87, 33, 27, 
2020/1/3, 233, 67, 28, 21, 
2020/1/4, 190, 59, 31, 15, 
2020/1/5, 148, 70, 35, 16, 
2020/1/6, 193, 71, 33, 14, 
2020/1/7, 194, 69, 30, 13, 
2020/1/8, 174, 56, 31, 13, 
2020/1/9, 171, 62, 33, 9, 
2020/1/10, 178, 68, 30, 13, 
2020/1/11, 199, 80, 34, 16, 
2020/1/12, 198, 73, 30, 16, 
2020/1/13, 193, 80, 36, 18, 
2020/1/14, 192, 85, 36, 21, 
2020/1/15, 207, 77, 32, 18, 
2020/1/16, 190, 83, 36, 19, 
2020/1/17, 190, 91, 37, 18, 
2020/1/18, 220, 83, 34, 25, 
2020/1/19, 214, 63, 34, 18, 
2020/1/20, 180, 88, 39, 20, 
2020/1/21, 228, 71, 37, 24, 
2020/1/22, 205, 80, 35, 26, 
2020/1/23, 229, 78, 35, 22, 
2020/1/24, 192, 77, 31, 21, 
2020/1/25, 186, 90, 32, 26, 
2020/1/26, 229, 81, 34, 17, 
2020/1/27, 195, 76, 35, 18, 
2020/1/28, 166, 48, 31, 8, 
2020/1/29, 90, 48, 28, 7, 
2020/1/30, 90, 63, 31, 6, 
2020/1/31, 120, 71, 27, 11, 
2020/2/1, 184, 83, 32, 25, 
2020/2/2, 207, 75, 31, 18, 
2020/2/3, 184, 77, 32, 22, 
2020/2/4, 189, 58, 29, 11, 
2020/2/5, 135, 92, 36, 21, 
2020/2/6, 197, 90, 38, 22, 
2020/2/7, 204, 87, 38, 20, 
2020/2/8, 193, 90, 38, 23, 
2020/2/9, 206, 88, 38, 19, 
2020/2/10, 179, 103, 42, 22, 
2020/2/11, 209, 66, 37, 17, 
2020/2/12, 148, 25, 26, 4, 
2020/2/13, 92, 47, 33, 8, 
2020/2/14, 181, 66, 37, 11, 
2020/2/15, 196, 76, 39, 17, 
2020/2/16, 240, 83, 44, 21, 
2020/2/17, 204, 77, 42, 20, 
2020/2/18, 191, 69, 38, 19, 
2020/2/19, 189, 33, 33, 8, 
2020/2/20, 99, 39, 35, 4, 
2020/2/21, 118, 63, 37, 14, 
2020/2/22, 171, 77, 38, 20, 
2020/2/23, 214, 58, 27, 13, 
2020/2/24, 154, 29, 18, 4, 
2020/2/25, 89, 33, 17, 5, 
2020/2/26, 97, 48, 30, 5, 
2020/2/27, 123, 60, 30, 9, 
2020/2/28, 175, 63, 32, 10, 
2020/2/29, 173, 64, 32, 12, 
2020/3/1, 161, 29, 20, 4, 
2020/3/2, 127, 49, 33, 5, 
2020/3/3, 57, 65, 32, 10, 
2020/3/4, 12, 58, 32, 9, 
2020/3/5, 10, 66, 34, 12, 
2020/3/6, 12, 67, 34, 11, 
2020/3/7, 28, 33, 29, 4, 
2020/3/8, 14, 53, 35, 7, 
2020/3/9, 136, 60, 38, 12, 
2020/3/10, 172, 51, 26, 9, 
2020/3/11, 153, 63, 29, 11, 
2020/3/12, 153, 67, 31, 13, 
2020/3/13, 140, 70, 32, 19, 
2020/3/14, 133, 68, 29, 10, 
2020/3/15, 107, 73, 34, 8, 
2020/3/16, 75, 76, 35, 9, 
2020/3/17, 125, 57, 30, 4, 
2020/3/18, 69, 60, 33, 7, 
2020/3/19, 95, 62, 33, 6, 
2020/3/20, 106, 65, 31, 6, 
2020/3/21, 118, 66, 32, 10, 
2020/3/22, 134, 74, 34, 11, 
2020/3/23, 122, 105, 28, 8, 
2020/3/24, 116, 59, 15, , 
2020/3/25, 66, , , , 
2019/12/20, 219, 59, 32, 18, 
2019/12/21, 197, 78, 28, 14, 
2019/12/22, 209, 89, 32, 21, 
2019/12/23, 199, 79, 29, 21, 
2019/12/24, 136, 42, 29, 11, 
2019/12/25, 190, 66, 32, 14, 
2019/12/26, 197, 72, 31, 15, 
2019/12/27, 191, 68, 28, 18, 
2019/12/28, 165, 51, 25, 12, 
2019/12/29, 139, 35, 19, 8, 
2019/4/1, 130, 52, 19, 9, 
2019/4/2, 119, 68, 20, , 
2019/4/4, 65, 41, 11, , 
2019/4/5, 73, 31, 18, , 
2019/4/6, 89, 45, , , 
2019/4/7, 130, 39, 17, , 
2019/4/8, 81, 38, 17, , 
2019/4/9, 96, , , , 
2019/4/13, 25, , , , 
2019/4/16, 78, 35, , 3, 
2019/4/17, 59, 51, , 5, 
2019/4/18, 74, 144, , 4, 
2019/4/19, 132, 45, , 4, 
2019/4/20, 65, 70, , 5, 
2019/4/21, 81, 56, , 4, 
2019/4/22, 80, 29, , 3, 
2019/4/23, 71, 38, , 3, 
2019/4/24, 68, 41, , 4, 
2019/4/25, 56, 139, , 4, 
2019/4/26, 109, 57, , 4, 
2019/4/27, 86, 54, , 3, 
2019/4/28, 87, 43, , 2, 
2019/4/29, 74, 49, , 3, 
2019/4/30, 87, 51, 15, 4, 
2019/5/1, 81, 61, , 5, 
2019/5/2, 83, 56, 12, 4, 
2019/5/3, 29, 31, , 1, 
2019/5/4, 59, 36, , 5, 
2019/5/5, 59, 43, , 3, 
2019/5/6, 59, 52, , 4, 
2019/5/7, 59, 59, 19, 3, 
2019/5/11, 59, 27, , 2, 
2019/5/12, 59, 46, , 4, 
2019/5/13, 59, 60, , 4, 
2019/5/14, 57, , , , 
2019/1/1, 224, 88, 44, 25, 15
2019/1/2, 208, 74, , , 
2019/1/3, 225, 170, , , 
2019/1/4, 448, 76, , , 
2019/1/5, 272, 93, , , 
2019/1/6, 387, 281, , , 
2019/1/7, 565, 145, , , 
2019/1/8, 272, 151, , , 
2019/1/11, 243, 92, , , 
2019/1/12, 266, 85, , , 
2019/1/13, 244, 63, , , 
2019/1/14, 154, 100, , , 
2019/1/15, 317, 104, , , 
2019/1/16, 339, 96, , , 
2019/1/17, 370, 187, , , 
2019/1/18, 284, 172, , , 
2019/1/19, 450, 166, , , 
2019/1/20, 340, 125, , , 
2019/1/21, 277, 137, , , 
2019/1/22, 327, 81, , , 
2019/1/23, 203, 83, , , 
2019/1/24, 199, 94, , , 
2019/1/25, 239, 69, , , 
2019/1/26, 90, 49, , , 
2019/1/27, 115, 89, , , 
2019/1/28, 206, 67, , , 
2019/1/29, 131, 77, , , 
2019/1/30, 180, 114, , , 
2019/1/31, 395, 109, , , 
2019/2/1, 274, 51, , , 
2019/2/2, 146, 82, , , 
2019/2/3, 224, 82, , 8, 
2019/2/4, 223, 75, , 7, 
2019/2/5, 200, 63, , 5, 
2019/2/6, 152, 79, , 19, 
2019/2/7, 228, 75, , 12, 
2019/2/8, 205, 69, , 8, 
2019/2/9, 194, 74, , 12, 
2019/2/10, 223, 86, , 17, 
2019/2/11, 309, 66, , 15, 
2019/2/12, 214, 75, , 15, 
2019/2/13, 216, 86, 26, 14, 
2019/2/14, 224, 64, 26, 7, 
2019/2/15, 172, 83, 24, 12, 
2019/2/16, 234, 77, 24, 15, 
2019/2/17, 210, 84, 26, 13, 
2019/2/18, 210, 92, 21, 16, 
2019/2/19, 224, 88, , 18, 
2019/2/20, 228, 85, 31, 17, 
2019/2/21, 224, 72, 24, 14, 
2019/2/22, 190, 72, , 15, 
2019/2/23, 180, 67, , 10, 
2019/2/24, 181, 65, , 10, 
2019/2/25, 171, 83, , 14, 
2019/2/26, 185, 67, , 13, 
2019/2/27, 176, 67, , 14, 
2019/2/28, 172, 84, , 14, 
2019/3/1, 201, 75, , 9, 
2019/3/2, 154, 74, , , 
2019/3/3, 180, 65, , , 
2019/3/4, 169, 70, 24, 12, 
2019/3/5, 190, 71, 20, 11, 
2019/3/6, 131, 92, 24, 12, 
2019/3/7, 175, 63, , 8, 
2019/3/8, 135, 48, , 9, 
2019/3/9, 129, 64, , 5, 
2019/3/10, 147, 47, , 2, 
2019/3/11, 88, 62, , 6, 
2019/3/12, 159, 64, , 7, 
2019/3/13, 152, 77, , 8, 
2019/3/14, 175, 79, , 7, 
2019/3/15, 158, 68, , 12, 
2019/3/16, 162, 62, , 8, 
2019/3/17, 140, 63, 19, 9, 
2019/3/18, 129, 45, 7, 2, 
2019/3/19, 63, 36, 8, 2, 
2019/3/20, 82, 58, , 9, 
2019/3/21, 143, 38, , 3, 
2019/3/22, 96, 56, 16, 7, 
2019/3/23, 137, 72, 8, 6, 
2019/3/24, 144, 59, , 7, 
2019/3/25, 134, 59, , 6, 
2019/3/26, 137, 34, , 3, 
2019/3/27, 85, 52, , 5, 
2019/3/28, 130, 42, , 2, 
2019/3/29, 73, 53, , 4, 
2019/3/30, 127, 49, , 6, 
2019/3/31, 127, 53, , 5, 
2018/10/1, 130, 81, , 5, 8
2018/10/2, 87, 96, , 6, 9
2018/10/3, 97, 91, , 6, 8
2018/10/4, 66, 30, , 1, 5
2018/10/5, 59, 43, , 1, 5
2018/10/6, 51, 87, , , 5
2018/10/7, 46, 37, , 1, 3
2018/10/8, 61, 63, , 2, 9
2018/10/9, 110, 103, 55, 7, 20
2018/10/10, 143, 77, 50, 6, 9
2018/10/11, 106, 96, 49, 9, 9
2018/10/12, 92, 81, 42, 3, 8
2018/10/13, 105, 82, 45, 9, 20
2018/10/14, 100, 116, 50, 7, 29
2018/10/15, 108, 105, 50, 7, 11
2018/10/16, 106, 112, 52, 1, 28
2018/10/17, 112, 113, 50, , 18
2018/10/18, 116, 83, 46, , 20
2018/10/19, 80, 111, 44, , 20
2018/10/20, 116, 112, 32, , 22
2018/10/21, 109, 69, 38, 1, 46
2018/10/22, 65, 83, 45, 12, 22
2018/10/23, 120, 78, 43, 5, 12
2018/10/24, 81, 61, 32, 1, 6
2018/10/25, 47, 65, 49, 4, 12
2018/10/26, 104, 67, 48, 3, 7
2018/10/27, 92, 65, 47, 2, 8
2018/10/28, 64, 122, 60, 6, 19
2018/10/29, 156, 97, 54, 9, 15
2018/10/30, 124, 92, 51, 9, 12
2018/10/31, 115, 100, 52, 11, 13
2018/11/1, 84, 73, 43, 6, 8
2018/11/2, 85, 73, 37, 4, 6
2018/11/3, 71, 85, 46, 10, 13
2018/11/4, 131, 88, 49, 9, 13
2018/11/5, 130, 130, 56, 13, 21
2018/11/6, 160, 115, 55, 16, 16
2018/11/7, 155, 79, 42, 15, 14
2018/11/8, 133, 91, 44, 17, 15
2018/11/9, 148, 74, 46, 16, 13
2018/11/10, 117, 86, 44, 18, 16
2018/11/11, 141, 90, 45, 14, 13
2018/11/12, 113, 80, 38, 9, 6
2018/11/13, 86, 52, 35, 4, 3
2018/11/14, 86, 88, 43, 16, 16
2018/11/15, 149, 82, 46, 14, 16
2018/11/16, 162, 78, 42, 13, 17
2018/11/17, 137, 67, 33, 11, 23
2018/11/18, 140, 83, 39, 21, 33
2018/11/19, 174, 90, 38, 17, 22
2018/11/20, 164, 84, 42, 17, 17
2018/11/21, 164, 78, 46, 24, 17
2018/11/22, 151, 96, 49, 25, 18
2018/11/23, 169, 99, 51, 25, 23
2018/11/24, 195, 107, 50, 20, 21
2018/11/25, 173, 61, 33, 2, 4
