date, pm25, pm10, no2, so2, co
2016/10/6, 96, 68, 32, 4, 
2016/10/7, 101, 82, 39, 5, 
2016/10/8, 117, 71, 35, 10, 
2016/10/9, 124, 57, 27, 3, 
2016/10/10, 65, 76, 42, 10, 
2016/10/11, 112, 91, 43, 13, 
2016/10/12, 129, 109, 46, 13, 
2016/10/13, 160, 94, 44, 11, 
2016/10/14, 106, 95, 33, 7, 
2016/10/15, 116, 50, 32, 3, 
2016/10/16, 79, 60, 31, 9, 
2016/10/17, 86, 53, 30, 4, 
2016/10/18, 76, 47, 30, 9, 
2016/10/19, 70, 47, 31, 7, 
2016/10/20, 68, 73, 39, 9, 
2016/10/21, 113, 89, 36, 10, 
2016/10/22, 138, 77, 35, 10, 
2016/10/23, 113, 46, 32, 3, 
2016/10/24, 68, 10, 31, 3, 
2016/10/25, 73, 2, 35, 9, 
2016/10/26, 113, 3, 34, 5, 
2016/10/27, 81, 2, 33, 6, 
2016/10/28, 111, 4, 28, 10, 
2016/10/29, 123, 3, 28, 11, 
2016/10/30, 139, 2, 34, 17, 
2016/10/31, 152, 3, 39, 18, 
2016/11/1, 145, 80, 62, 30, 
2016/11/2, 169, 317, 71, 28, 
2016/11/3, 226, 143, 63, 15, 
2016/11/4, 180, 47, 34, 5, 
2016/11/5, 79, 28, 34, 3, 
2016/11/6, 76, 60, 47, 6, 
2016/11/7, 146, 79, 55, 15, 
2016/11/8, 172, 153, , 16, 
2016/11/9, 175, 57, , 8, 
2016/11/10, 124, 99, 55, 15, 
2016/11/11, 197, 133, 46, 13, 
2016/11/12, 262, 43, 36, 8, 
2016/11/13, 98, 81, 45, 19, 
2016/11/14, 180, 59, 53, 21, 
2016/11/15, 135, 69, 46, 20, 
2016/11/16, 145, 88, 47, 20, 
2016/11/17, 186, 56, 37, 10, 
2016/11/18, 142, 47, 36, 6, 
2016/11/19, 124, 118, 44, 14, 
2016/11/20, 246, 93, 46, 12, 
2016/11/21, 214, 209, 52, 26, 
2016/11/22, 278, 281, 67, 43, 
2016/11/23, 386, 142, 54, 41, 
2016/11/24, 307, 84, , 37, 
2016/11/25, 179, 137, , 31, 
2016/11/26, 267, 109, 64, 30, 
2016/11/27, 217, 89, 53, 28, 
2016/11/28, 178, 80, , 25, 
2016/11/29, 163, 139, , 21, 
2016/11/30, 289, 226, 94, 35, 
2016/12/1, 315, 205, 63, 31, 
2016/12/2, 229, 210, 66, 30, 
2016/12/3, 249, 69, 42, 16, 
2016/12/4, 147, 162, 63, 32, 
2016/12/5, 284, 278, 81, 36, 
2016/12/6, 381, 200, 70, 37, 
2016/12/7, 375, 108, 57, 27, 
2016/12/8, 221, 106, 54, 28, 
2016/12/9, 188, 96, 52, 31, 
2016/12/10, 162, 337, 67, 38, 
2016/12/11, 314, 191, 54, 18, 
2016/12/12, 218, 69, 46, 18, 
2016/12/13, 132, 116, 62, 26, 
2016/12/14, 215, 135, 60, 36, 
2016/12/15, 236, 124, 54, 34, 
2016/12/16, 198, 81, 63, 25, 
2016/12/17, 158, 182, 56, 30, 
2016/12/18, 215, 102, 62, 30, 
2016/12/19, 198, 148, 73, 40, 
2016/12/20, 285, 65, 52, 15, 
2016/12/21, 155, 48, 54, 14, 
2016/12/22, 122, 66, 56, 15, 
2016/12/23, 148, 80, 57, 19, 
2016/12/24, 166, 97, 56, 17, 
2016/12/25, 191, 87, 55, 20, 
2016/12/26, 171, 67, 52, 22, 
2016/12/27, 149, 125, 58, 33, 
2016/12/28, 247, 91, 54, 33, 
2016/12/29, 186, 78, 49, 28, 
2016/12/30, 160, 109, 60, 34, 
2016/12/31, 205, 65, 45, 17, 
2017/1/1, 141, 124, 59, 24, 
2016/7/1, 52, 58, 35, 8, 7
2016/7/2, 56, 52, 34, 18, 6
2016/7/3, 52, 61, 32, 7, 6
2016/7/4, 64, 54, 36, 4, 7
2016/7/5, 66, 63, 40, 5, 8
2016/7/6, 71, , , , 
2016/7/9, 86, 47, 23, 3, 8
2016/7/10, 75, 72, 20, , 7
2016/7/11, 47, , , , 
2016/7/17, 42, 46, 28, 4, 6
2016/7/18, 35, 42, 28, 2, 5
2016/7/19, 39, 53, 31, 8, 5
2016/7/20, 43, 31, 28, 2, 5
2016/7/21, 26, 30, 32, 1, 6
2016/7/22, 50, 48, 22, 1, 10
2016/7/23, 76, 130, 27, 4, 12
2016/7/24, 192, 94, 32, 9, 10
2016/7/25, 153, 73, 29, 7, 6
2016/7/26, 89, 75, 33, 5, 9
2016/7/27, 128, 82, 32, 9, 9
2016/7/28, 148, 87, 27, 3, 5
2016/7/29, 100, 63, 29, 3, 5
2016/7/30, 70, 56, 32, 7, 5
2016/7/31, 60, 66, 35, 9, 6
2016/8/1, 55, 59, 33, 2, 
2016/8/2, 67, 65, 43, , 
2016/8/3, 57, , , , 
2016/8/7, 41, 69, 32, , 
2016/8/8, 195, 27, 41, , 
2016/8/9, 62, 35, 31, , 
2016/8/10, 40, 45, 24, , 
2016/8/11, 30, 36, 22, , 
2016/8/12, 29, , , , 
2016/8/14, 22, 38, 22, , 
2016/8/15, 35, 46, 27, , 
2016/8/16, 50, 52, 26, , 
2016/8/17, 47, 45, 27, , 
2016/8/18, 34, 50, 27, , 
2016/8/19, 38, 77, 27, , 
2016/8/20, 48, 43, 26, , 
2016/8/21, 48, 36, 30, , 
2016/8/22, 38, 55, 24, , 
2016/8/23, 47, 45, 19, , 
2016/8/24, 38, 47, 25, , 
2016/8/25, 39, 51, 25, , 
2016/8/26, 41, 66, 28, , 
2016/8/27, 68, 45, 36, , 
2016/8/28, 26, 34, 35, , 
2016/8/29, 45, 45, 35, 3, 
2016/8/30, 41, 60, 33, 9, 
2016/8/31, 55, 63, 29, 5, 
2016/9/1, 54, 59, 29, 4, 
2016/9/2, 51, 33, 25, , 
2016/9/3, 45, 44, 17, 2, 
2016/9/4, 206, 48, 23, 2, 
2016/9/5, 68, 43, 23, 1, 
2016/9/6, 48, 44, 26, 2, 
2016/9/11, 79, 53, 34, 7, 
2016/9/12, 61, 41, 31, 3, 
2016/9/13, 46, 52, 31, 3, 
2016/9/14, 58, 44, 34, 2, 
2016/9/15, 66, 49, 33, 4, 
2016/9/16, 70, 53, 32, 1, 
2016/9/17, 77, 55, 35, 3, 
2016/9/18, 67, 51, 33, 6, 
2016/9/19, 69, 51, 36, 8, 
2016/9/20, 70, 55, 33, 5, 
2016/9/21, 76, 54, 35, 8, 
2016/9/22, 58, 34, 37, 1, 
2016/9/23, 48, 65, 31, 2, 
2016/9/24, 114, 52, 27, 1, 
2016/9/25, 99, 68, 26, 1, 
2016/9/26, 155, 96, 39, 9, 
2016/9/27, 158, 79, 39, 3, 
2016/9/28, 124, 73, 42, 5, 
2016/9/29, 105, 83, 42, 6, 
2016/9/30, 101, 64, 38, 4, 
2016/4/1, 61, 56, 26, 4, 6
2016/4/2, 50, 72, 30, 13, 10
2016/4/3, 89, 72, 30, 9, 9
2016/4/4, 83, 69, , 13, 9
2016/4/5, 78, 81, , 12, 9
2016/4/6, 87, 61, , 6, 6
2016/4/7, 53, 85, , 9, 11
2016/4/8, 83, 65, , 13, 8
2016/4/9, 83, 114, , 7, 5
2016/4/10, 65, 58, 33, 7, 5
2016/4/11, 47, 86, 34, 10, 9
2016/4/12, 86, 50, 31, 8, 6
2016/4/13, 63, 80, 40, 19, 12
2016/4/14, 88, 49, 27, 6, 5
2016/4/15, 57, 58, 21, 5, 6
2016/4/16, 55, 57, 25, 5, 8
2016/4/17, 81, 65, 34, 12, 7
2016/4/18, 93, 69, 28, 12, 5
2016/4/19, 64, 93, 33, 12, 9
2016/4/20, 87, 159, 15, 2, 3
2016/4/21, 58, 39, 23, 3, 5
2016/4/22, 44, 68, 29, 10, 8
2016/4/23, 77, 45, 26, 12, 5
2016/4/24, 50, 69, 33, 11, 9
2016/4/25, 87, 51, 30, 11, 6
2016/4/26, 58, 55, 29, 7, 5
2016/4/27, 57, 58, 21, 3, 4
2016/4/28, 37, 70, 37, 14, 9
2016/4/29, 64, 71, 31, 10, 7
2016/4/30, 57, 30, 17, 3, 3
2016/5/1, 46, 63, 32, 9, 9
2016/5/2, 81, 56, 35, 8, 7
2016/5/3, 59, 68, 29, 7, 7
2016/5/4, 64, 41, 21, 2, 5
2016/5/5, 44, 58, 34, 8, 9
2016/5/6, 69, 71, 51, 9, 11
2016/5/7, 39, 47, 28, 7, 6
2016/5/8, 57, 67, 31, 11, 6
2016/5/9, 54, 67, 27, 6, 6
2016/5/10, 71, 38, 31, 3, 8
2016/5/11, 77, 69, 37, 11, 8
2016/5/12, 75, 110, 35, 8, 10
2016/5/13, 93, 42, 21, 3, 4
2016/5/14, 40, 56, 33, 13, 6
2016/5/15, 35, 72, 40, 10, 7
2016/5/16, 52, 86, 39, 10, 7
2016/5/17, 70, 82, 31, 5, 5
2016/5/18, 57, 61, 26, 6, 4
2016/5/19, 67, 37, 23, 3, 5
2016/5/20, 46, 51, 26, 2, 5
2016/5/21, 54, 49, 32, 5, 5
2016/5/22, 38, 66, 32, 5, 6
2016/5/23, 60, 71, 31, 6, 6
2016/5/24, 60, 58, 21, 3, 4
2016/5/25, 51, 65, 33, 7, 9
2016/5/26, 45, 78, 37, 12, 6
2016/5/27, 67, 102, 24, 3, 6
2016/5/28, 61, 56, 28, 12, 6
2016/5/29, 64, 57, 32, 5, 4
2016/5/30, 63, 68, 37, 11, 6
2016/5/31, 50, 70, 36, 8, 6
2016/6/1, 57, 67, 40, 7, 7
2016/6/2, 45, 65, 38, 5, 6
2016/6/3, 57, 78, 41, 12, 8
2016/6/4, 74, 60, 35, 20, 6
2016/6/5, 63, 42, 26, 7, 5
2016/6/6, 43, 59, 32, 8, 5
2016/6/7, 69, 56, 30, 6, 4
2016/6/8, 38, 19, 22, 3, 4
2016/6/9, 44, 27, 20, 4, 5
2016/6/10, 34, , , , 
2016/6/12, 58, 57, 25, 4, 4
2016/6/13, 70, 46, 22, 3, 2
2016/6/14, 60, , , , 
2016/6/16, 149, 65, 27, 5, 6
2016/6/17, 115, 61, 27, 5, 8
2016/6/18, 125, 40, 18, 7, 5
2016/6/19, 81, 37, 23, 5, 6
2016/6/20, 59, 37, 28, 2, 7
2016/6/21, 62, 48, 23, 1, 6
2016/6/22, 48, 58, 24, 6, 7
2016/6/23, 59, 67, 29, 10, 6
2016/6/24, 72, 70, 30, 8, 5
2016/6/25, 72, 55, 31, 6, 6
2016/6/26, 52, 43, 24, 3, 6
2016/6/27, 45, , , , 
2016/6/30, 48, 50, 29, 9, 6
2016/1/4, 162, 151, 44, 30, 31
2016/1/5, 285, 78, 38, 22, 19
2016/1/6, 183, 90, 42, 13, 21
2016/1/7, 215, 106, 46, 26, 22
2016/1/8, 225, 105, 41, 32, 18
2016/1/9, 198, 91, 42, 15, 19
2016/1/10, 204, 118, 44, 24, 19
2016/1/11, 229, 166, 51, 32, 27
2016/1/12, 282, 192, 50, 35, 27
2016/1/13, 361, 130, 50, 26, 26
2016/1/14, 258, 367, 57, 42, 44
2016/1/15, 521, 81, 35, 21, 14
2016/1/16, 183, 70, 30, 12, 10
2016/1/17, 175, 109, 43, 20, 24
2016/1/18, 225, 287, 51, 32, 31
2016/1/19, 438, 147, 47, 39, 26
2016/1/20, 283, 80, 32, 17, 12
2016/1/21, 173, 32, 22, 12, 7
2016/1/22, 107, 55, 32, 14, 10
2016/1/23, 137, 268, 48, 46, 32
2016/1/24, 364, 311, 54, 46, 25
2016/1/25, 401, 107, 41, 24, 19
2016/1/26, 241, 596, 44, 42, 32
2016/1/27, 358, 181, 48, 43, 31
2016/1/28, 365, 256, 45, 39, 25
2016/1/29, 379, 85, 38, 16, 15
2016/1/30, 184, 118, 42, 21, 19
2016/1/31, 226, 141, 50, 38, 29
2016/2/1, 253, 140, 52, 41, 24
2016/2/2, 251, 123, 49, 33, 20
2016/2/3, 223, 201, 45, 18, 21
2016/2/4, 202, 207, 50, 25, 33
2016/2/5, 431, 185, 50, 42, 29
2016/2/6, 288, 230, 53, 47, 36
2016/2/7, 389, 241, 60, 43, 38
2016/2/8, 352, 103, 46, 33, 22
2016/2/9, 187, 95, 41, 29, 19
2016/2/10, 161, 67, 31, 18, 11
2016/2/11, 122, 53, 23, 9, 8
2016/2/12, 96, 92, 33, 18, 16
2016/2/13, 174, 62, 30, 8, 10
2016/2/14, 114, 68, 36, 9, 11
2016/2/15, 110, 115, 46, 18, 20
2016/2/16, 175, 125, 42, 18, 22
2016/2/17, 201, 102, 34, 19, 17
2016/2/18, 164, 119, 38, 22, 22
2016/2/19, 189, 114, 41, 29, 18
2016/2/20, 185, 93, 32, 23, 12
2016/2/21, 146, 64, 33, 9, 11
2016/2/22, 130, 117, 38, 23, 18
2016/2/23, 187, 134, 40, 25, 21
2016/2/24, 210, 134, 40, 25, 21
2016/2/25, 214, 75, 40, 23, 18
2016/2/26, 159, 96, 34, 22, 19
2016/2/27, 186, 108, 42, 21, 18
2016/2/28, 176, 104, 41, 32, 18
2016/2/29, 172, 78, 40, 18, 12
2016/3/1, 142, 77, 38, 18, 13
2016/3/2, 125, 98, 38, 20, 21
2016/3/3, 169, 45, 25, 9, 8
2016/3/4, 68, 21, 29, 5, 8
2016/3/5, 66, 60, 30, 10, 13
2016/3/6, 132, 55, 29, 8, 10
2016/3/7, 112, 90, 34, 14, 17
2016/3/8, 160, 75, 35, 12, 13
2016/3/9, 124, 77, 39, 12, 12
2016/3/10, 120, 82, 38, 17, 15
2016/3/11, 139, 73, 38, 11, 11
2016/3/12, 98, 76, 33, 20, 13
2016/3/13, 136, 87, 39, 22, 15
2016/3/14, 143, 106, 41, 24, 17
2016/3/15, 151, 101, 37, 18, 12
2016/3/16, 118, 65, 28, 11, 6
2016/3/17, 59, 72, 37, 11, 13
2016/3/18, 113, 95, 39, 30, 18
2016/3/19, 149, , , , 
2016/3/21, 105, 83, 38, 25, 11
2016/3/22, 115, 79, 31, 15, 10
2016/3/23, 99, 63, 27, 11, 5
2016/3/24, 57, 85, 33, 15, 10
2016/3/25, 119, 102, 32, 15, 10
2016/3/26, 97, 89, 27, 17, 12
2016/3/27, 107, 55, 22, 7, 4
2016/3/28, 56, 73, 35, 16, 11
2016/3/29, 98, 117, 35, 18, 18
2016/3/30, 133, 59, 28, 11, 7
2016/3/31, 94, 58, 20, 4, 5
2015/10/1, 77, 79, 29, 4, 7
2015/10/2, 86, 82, 32, 8, 8
2015/10/3, 124, 91, 32, 8, 8
2015/10/4, 142, 108, 35, 11, 12
2015/10/5, 129, 97, 33, 11, 8
2015/10/6, 125, 51, 19, 1, 6
2015/10/7, 63, 42, 16, 1, 3
2015/10/8, 55, 66, 24, 3, 10
2015/10/9, 76, 75, 30, 4, 12
2015/10/10, 114, 91, 33, 10, 12
2015/10/11, 140, 99, 35, 11, 11
2015/10/12, 122, 91, 28, 5, 10
2015/10/13, 120, , , , 
2015/10/15, 140, 95, 25, 6, 7
2015/10/16, 113, 70, 27, 4, 9
2015/10/17, 88, 92, 31, 13, 13
2015/10/18, 114, 104, 31, 8, 18
2015/10/19, 159, 76, 30, 10, 10
2015/10/20, 115, 74, 29, 5, 11
2015/10/21, 131, 92, 34, 12, 15
2015/10/22, 143, 114, 33, 13, 14
2015/10/23, 154, 70, 27, 6, 7
2015/10/24, 68, 60, 25, 6, 8
2015/10/25, 111, 37, 22, 2, 6
2015/10/26, 82, 40, 27, 2, 8
2015/10/27, 93, 51, 23, 2, 6
2015/10/28, 111, 70, 33, 4, 9
2015/10/29, 86, 127, 38, 11, 23
2015/10/30, 167, 94, 30, 7, 17
2015/10/31, 173, , , , 
2015/11/2, 140, 106, 29, 12, 14
2015/11/3, 146, 53, 23, 3, 7
2015/11/4, 94, 79, 29, 12, 12
2015/11/5, 146, 86, 31, 14, 13
2015/11/6, 123, 73, 29, 12, 14
2015/11/7, 87, 112, 29, 15, 16
2015/11/8, 169, 117, 33, 17, 19
2015/11/9, 179, 137, 38, 19, 24
2015/11/10, 188, 146, 38, 26, 23
2015/11/11, 188, 146, 35, 25, 22
2015/11/12, 181, 102, 29, 15, 12
2015/11/13, 136, 66, 24, 6, 8
2015/11/14, 117, 68, 20, 7, 8
2015/11/15, 114, 48, 25, 4, 9
2015/11/16, 104, 73, 32, 12, 15
2015/11/17, 169, 78, 36, 14, 14
2015/11/18, 169, 84, 36, 17, 13
2015/11/19, 175, 86, 37, 13, 15
2015/11/20, 187, 82, 33, 17, 12
2015/11/21, 173, 59, 30, 14, 10
2015/11/22, 141, 59, 34, 12, 12
2015/11/23, 146, 88, 37, 19, 14
2015/11/24, 190, 84, 38, 17, 14
2015/11/25, 243, 91, 44, 28, 17
2015/11/26, 188, 103, 43, 35, 18
2015/11/27, 197, 75, 40, 25, 14
2015/11/28, 165, 72, 35, 14, 10
2015/11/29, 155, 74, 43, 20, 16
2015/11/30, 163, 48, 27, 13, 7
2015/12/1, 103, 35, 24, 7, 8
2015/12/2, 101, 62, 32, 8, 14
2015/12/3, 143, 159, 45, 14, 35
2015/12/4, 269, 127, 38, 16, 25
2015/12/5, 246, 117, 39, 22, 23
2015/12/6, 193, 119, 48, 26, 26
2015/12/7, 198, 93, 42, 18, 18
2015/12/8, 192, 117, 42, 24, 23
2015/12/9, 212, 103, 39, 29, 19
2015/12/10, 178, 79, 40, 18, 14
2015/12/11, 112, 117, 43, 20, 20
2015/12/12, 179, 82, 36, 16, 14
2015/12/13, 162, 38, 32, 8, 9
2015/12/14, 117, 39, 29, 8, 11
2015/12/15, 103, 150, 42, 36, 35
2015/12/16, 292, 94, 43, 34, 21
2015/12/17, 194, 125, 43, 35, 29
2015/12/18, 270, 270, 50, 45, 42
2015/12/20, 188, 84, 42, 28, 18
2015/12/21, 172, 58, 40, 20, 11
2015/12/22, 138, 67, 39, 14, 16
2015/12/23, 161, 98, 37, 27, 18
2015/12/24, 198, 203, 58, 45, 38
2015/12/25, 308, 144, 46, 38, 28
2015/12/26, 267, 95, 35, 28, 17
2015/12/27, 194, 68, 39, 28, 17
2015/12/28, 150, 123, 45, 31, 24
2015/12/29, 239, 50, 35, 14, 11
2015/12/30, 136, , , , 
2016/1/3, 187, 54, 32, 10, 11
2015/7/1, 169, , , , 
2015/7/5, 86, 45, 29, 6, 7
2015/7/6, 51, 81, 30, 6, 8
2015/7/7, 99, 50, 28, 5, 6
2015/7/8, 73, 72, 34, 6, 9
2015/7/9, 83, 57, 31, 7, 6
2015/7/10, 68, 60, 27, 8, 7
2015/7/11, 89, 71, 27, 3, 8
2015/7/12, 112, 51, 20, 2, 5
2015/7/13, 60, 47, 21, 3, 5
2015/7/14, 52, 56, 22, 3, 5
2015/7/15, 100, 27, 28, 1, 7
2015/7/16, 55, 40, 30, 3, 7
2015/7/17, 73, 44, 26, 2, 8
2015/7/18, 74, 54, 23, 2, 130
2015/7/19, 62, 49, 26, 2, 47
2015/7/20, 74, 92, 25, 3, 21
2015/7/21, 90, 96, 28, 5, 39
2015/7/22, 100, 94, 32, 7, 58
2015/7/23, 109, 84, 29, 2, 24
2015/7/24, 103, 65, 20, 2, 15
2015/7/25, 61, 60, 24, 6, 48
2015/7/26, 55, 53, 27, 3, 74
2015/7/27, 63, 49, 30, 1, 7
2015/7/28, 85, 58, 23, 4, 125
2015/7/29, 43, 69, 28, 4, 29
2015/7/30, 41, 42, 26, 4, 65
2015/7/31, 74, 34, 23, 1, 21
2015/8/1, 66, 52, 17, 1, 9
2015/8/2, 33, 71, 24, 6, 13
2015/8/3, 49, 63, 27, 1, 7
2015/8/4, 65, 53, 23, 2, 7
2015/8/5, 46, 67, 24, 4, 11
2015/8/6, 56, 73, 25, 7, 15
2015/8/7, 49, 67, 26, 5, 13
2015/8/8, 51, 67, 25, 3, 9
2015/8/9, 56, 76, 30, 5, 5
2015/8/10, 47, 77, 30, 8, 5
2015/8/11, 44, 70, 30, 4, 42
2015/8/12, 68, 51, 22, 2, 15
2015/8/13, 66, 85, 27, 6, 8
2015/8/14, 73, 65, 30, 3, 5
2015/8/15, 49, 82, 22, 2, 14
2015/8/16, 52, 39, 25, 1, 21
2015/8/17, 59, 54, 21, 1, 17
2015/8/18, 33, 28, 17, 1, 9
2015/8/19, 69, 82, 24, 4, 20
2015/8/20, 58, 65, 23, 8, 9
2015/8/21, 61, 53, 24, 4, 2
2015/8/22, 41, 85, 27, 4, 11
2015/8/23, 49, 66, 46, 4, 7
2015/8/24, 78, 51, 28, 4, 6
2015/8/25, 44, 55, 34, 6, 7
2015/8/26, 48, 71, , 7, 7
2015/8/27, 61, 88, , 3, 6
2015/8/28, 53, 54, 25, 3, 7
2015/8/29, 68, 54, 25, 5, 6
2015/8/30, 46, 68, 30, 8, 7
2015/8/31, 57, 68, 22, 3, 7
2015/9/1, 64, 59, 24, 10, 7
2015/9/2, 58, 58, 28, 6, 7
2015/9/3, 78, 46, 24, 2, 6
2015/9/4, 100, 52, 23, 3, 7
2015/9/5, 85, 59, 25, 5, 8
2015/9/6, 72, 56, 24, 2, 6
2015/9/7, 82, 45, 20, , 6
2015/9/8, 66, 57, 22, , 6
2015/9/9, 75, 59, 23, , 6
2015/9/10, 79, 42, 19, 2, 5
2015/9/11, 44, 61, 26, 8, 7
2015/9/12, 72, 75, 28, 10, 8
2015/9/13, 92, 81, 31, 7, 8
2015/9/14, 96, 80, 26, 3, 6
2015/9/15, 103, 59, 26, 6, 8
2015/9/16, 89, 55, 27, 11, 7
2015/9/17, 86, 77, 30, 11, 7
2015/9/18, 87, 77, 32, 5, 6
2015/9/19, 83, 74, 32, 5, 7
2015/9/20, 97, 47, 28, 1, 5
2015/9/21, 88, 43, 28, 1, 8
2015/9/22, 68, 30, 23, 1, 5
2015/9/23, 42, 28, 21, 1, 7
2015/9/24, 55, 55, 24, 3, 7
2015/9/25, 85, 72, 22, 3, 7
2015/9/26, 103, 59, 23, 5, 7
2015/9/27, 86, 66, 28, 4, 9
2015/9/28, 92, 107, 29, 9, 9
2015/9/29, 122, 31, 25, 1, 7
2015/9/30, 105, 65, 26, 3, 5
2015/4/1, 104, 85, 59, 16, 28
2015/4/2, 101, , , , 
2015/4/5, 89, 104, 50, 14, 28
2015/4/6, 94, 82, 37, 12, 17
2015/4/7, 92, 91, 39, 10, 13
2015/4/8, 92, 92, 34, 13, 15
2015/4/9, 114, 94, 35, 12, 15
2015/4/10, 104, 65, 26, 6, 7
2015/4/11, 58, 74, 30, 8, 9
2015/4/12, 83, 118, 41, 23, 20
2015/4/13, 115, 152, 37, 17, 12
2015/4/14, 104, 188, 18, 4, 5
2015/4/15, 76, 73, 34, 11, 11
2015/4/16, 74, 90, 36, 14, 12
2015/4/20, 87, 58, 33, 11, 3
2015/4/21, 66, 91, 30, 10, 7
2015/4/22, 94, 70, 35, 9, 10
2015/4/23, 73, 87, 37, 15, 9
2015/4/24, 81, 96, 38, 12, 10
2015/4/25, 86, 126, 31, 10, 7
2015/4/26, 89, 98, 35, 21, 7
2015/4/27, 82, 119, 36, 12, 10
2015/4/28, 107, 81, 29, 8, 7
2015/4/29, 71, 47, 34, 6, 9
2015/4/30, 60, 53, 33, 7, 8
2015/5/1, 64, 67, 23, 4, 5
2015/5/2, 61, 55, 30, 4, 6
2015/5/3, 60, 65, 29, 6, 7
2015/5/4, 65, 47, 28, 4, 7
2015/5/5, 47, 34, 19, 3, 5
2015/5/6, 45, 55, 26, 7, 8
2015/5/7, 63, 49, 29, 8, 8
2015/5/8, 66, 55, 26, 4, 6
2015/5/9, 49, 28, 17, 4, 5
2015/5/10, 40, 64, 35, 9, 9
2015/5/11, 78, 92, 35, 11, 7
2015/5/12, 71, 69, 14, 4, 4
2015/5/13, 62, 50, 24, 4, 6
2015/5/14, 67, 64, 35, 11, 7
2015/5/15, 60, 74, 34, 12, 7
2015/5/16, 61, 76, 23, 3, 5
2015/5/17, 82, 43, 15, 2, 5
2015/5/18, 31, 56, 31, 8, 8
2015/5/19, 64, 73, 32, 12, 7
2015/5/20, 72, 70, 35, 12, 6
2015/5/21, 69, 74, 36, 9, 7
2015/5/22, 96, 64, 35, 11, 6
2015/5/23, 65, 83, 33, 9, 7
2015/5/24, 84, 51, 32, 9, 5
2015/5/25, 58, 46, 32, 11, 7
2015/5/26, 60, 52, 34, 7, 8
2015/5/27, 48, 51, 27, 6, 5
2015/5/28, 44, 59, 32, 16, 7
2015/5/29, 50, 78, 29, 5, 6
2015/5/30, 49, 48, 24, 3, 5
2015/5/31, 39, 35, 19, 3, 5
2015/6/1, 34, 53, 28, 12, 6
2015/6/2, 72, 73, 29, 7, 7
2015/6/3, 69, 53, 25, 10, 8
2015/6/4, 53, 49, 17, 5, 5
2015/6/5, 54, 48, 19, 5, 5
2015/6/6, 60, 47, 20, 6, 6
2015/6/7, 53, 49, 21, 5, 6
2015/6/8, 54, 52, 20, 5, 7
2015/6/9, 58, 52, 23, 7, 6
2015/6/10, 61, 67, 22, 5, 7
2015/6/11, 71, 34, 14, 6, 5
2015/6/12, 50, , 24, 7, 7
2015/6/14, 76, 60, 29, 10, 4
2015/6/15, 61, 55, 20, 4, 8
2015/6/16, 101, 58, 25, 10, 6
2015/6/17, 76, 67, 25, 5, 5
2015/6/18, 62, 49, 26, 5, 8
2015/6/19, 43, 67, 33, 9, 7
2015/6/20, 102, 65, 30, 10, 5
2015/6/21, 97, 67, 31, 7, 5
2015/6/22, 96, 70, 27, 8, 7
2015/6/23, 94, 46, 25, 7, 7
2015/6/24, 80, 62, 29, 8, 6
2015/6/25, 85, 121, 31, 6, 8
2015/6/26, 94, 49, 18, 6, 6
2015/6/27, 104, 57, 20, 4, 5
2015/6/28, 73, 57, 24, 11, 6
2015/6/29, 130, 73, 15, 3, 4
2015/6/30, 127, 65, 22, 2, 6
2015/1/4, 132, 452, 33, 18, 24
2015/1/5, 205, , , , 
2015/1/11, 269, 223, 35, 36, 27
2015/1/12, 262, , , , 
2015/1/18, 230, 154, 37, 30, 33
2015/1/19, 278, , , , 
2015/1/25, 137, 100, 27, 8, 17
2015/1/26, 185, , , , 
2015/2/1, 142, 188, 35, 38, 31
2015/2/2, 230, 111, 39, 21, 14
2015/2/3, 150, 115, 37, 20, 18
2015/2/4, 124, 222, 46, 33, 32
2015/2/5, 195, 198, 38, 29, 27
2015/2/6, 173, , , , 
2015/2/8, 200, 260, 45, 42, 27
2015/2/9, 187, 177, 45, 39, 27
2015/2/10, 182, 125, 45, 30, 22
2015/2/11, 159, 176, 45, 35, 26
2015/2/12, 188, 195, 48, 37, 29
2015/2/13, 183, 135, 39, 33, 19
2015/2/14, 148, 52, 33, 15, 12
2015/2/15, 87, 121, 42, 24, 22
2015/2/16, 166, 167, 45, 30, 23
2015/2/17, 181, 152, 39, 29, 27
2015/2/18, 146, 115, 37, 27, 19
2015/2/19, 127, 99, 30, 16, 12
2015/2/20, 112, 65, 20, 5, 7
2015/2/21, 55, 84, 32, 20, 15
2015/2/22, 123, 99, 36, 20, 16
2015/2/23, 144, 91, 29, 15, 13
2015/2/24, 109, 70, 34, 11, 12
2015/2/25, 88, 89, 35, 16, 14
2015/2/26, 117, 65, 29, 18, 10
2015/2/27, 75, 65, 33, 13, 14
2015/2/28, 69, 99, 34, 22, 17
2015/3/1, 150, 97, 23, 10, 9
2015/3/2, 82, 106, 36, 22, 17
2015/3/3, 131, 97, 36, 26, 16
2015/3/4, 131, 100, 37, 23, 17
2015/3/5, 128, 79, 33, 19, 15
2015/3/6, 143, , , , 
2015/3/8, 56, 103, 39, 26, 21
2015/3/9, 142, 4, 36, 26, 17
2015/3/10, 132, 3, 37, 23, 17
2015/3/11, 116, 3, 37, 29, 19
2015/3/12, 133, 44, 37, 23, 12
2015/3/13, 97, 37, 33, 10, 9
2015/3/14, 62, 58, 36, 12, 12
2015/3/15, 116, 72, 40, 13, 15
